jmpJobID,omlPartGroupID,jmpPartLongDescriptionText,jmpPartShortDescription,completeddate,sellvalue,kw,ls,econ,age,cost,labourhours,GP,GM
16499-01-01,PP,"1400 l/s PoolPac Unit with Single Stage Heating and Cooling
Options included: EC plug fans
                          Carel Controller
SA : 1400 l/s
OA : 1400 l/s
RA : 1470 l/s
",1400 l/s PoolPac Unit                             ,2018-12-06,37967.0,29.4,1470.0,0,996,15327.2895475,121.5,22639.7104525,0.6
16461-01-01,PP,"PoolPac
1200 l/s PoolPac Unit with Single Stage Heating and Cooling
Included Option(s): EC plug fans, DX heating and cooling, CPG controller.
SA : 1200 l/s
OA : 1200 l/s
RA : 1200 l/s
",1200 l/s PoolPac Unit                             ,2019-01-31,26667.0,24.0,1200.0,0,940,14955.3895241,108.5,11711.6104759,0.44
16506-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling, ECP, CPG

SA : 1000 l/s
OA : 1000 l/s
RA : 1000 l/s
",1000 l/s PoolPac Unit                             ,2019-01-09,24810.0,20.0,1000.0,0,962,16613.217781500003,140.25,8196.782218499997,0.33
16497-01-01,DEHUM,"2680 L/s DX Preconditioner
Complete with:
-	80% efficient sensible-only heat exchanger
-	VSD compressors
-	Remote Condenser
-	Stainless Steel drain trays
-	Corrosion treated coils
-	Hot gas reheat coil
-	EC plug fans
-	Supply air volume controller
-	Factory controls package (complete with MODBUS TCP and AO control to humidifier)
-	Deep bed filters
-	Half day commissioning assistance including travel
",ACDHUM4-D                                         ,2019-02-12,90950.0,53.6,2680.0,1,928,53644.491565799995,345.58,37305.508434200005,0.41
16473-01-01,RTP,"HRPAC-1
45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options included : Economy Cycle
                           EC plug fans
                           Inverter VSD compressor
SA : 880 l/s
OA : 880 l/s
RA : 880 l/s
",45 kW Rooftop Packaged Unit With Economy Cycle    ,2019-01-31,49500.0,45.0,880.0,1,940,29119.336742,185.58,20380.663258,0.41
16451-01-01,PP,"6500 l/s PoolPac Unit with Dual Stage Heating Only
-	80% efficient sensible-only heat exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof and corrosion treated for pool environment
-	Powder coated drain tray
-	Corrosion Treated Coils
-	Bypass dampers for warm-up mode (includes dampers and actuators)
-	Corrosion resistant EC plug supply and exhaust fans c/w proprietary air volume controllers
-	Proprietary controls with auto/heating/ventilation functionality (control panel by others)
-	Manufacturers Commissioning Assistance
-	Freight to site",6500 l/s PoolPac Unit                             ,2019-02-15,82250.0,130.0,6500.0,0,925,54064.325800700004,299.58,28185.674199299996,0.34
16549-01-01,DEHUM,"AHU-1
Low Dewpoint Precise Control Unit 1000 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Remote Condenser
                          Reheat Coil
OA:  0 l/s
RA: 1000 l/s
SA:  1000 l/s
",Low Dewpoint Precise Control Unit 1000 L/s        ,2019-02-14,37025.0,20.0,1000.0,0,926,25508.813429,176.0,11516.186570999998,0.31
16553-02-01,PP,"750 l/s PoolPac Unit with Single Stage Heating and Cooling.
SA : 500 l/s
OA : 500 l/s
RA : 500 l/s",750 l/s PoolPac Unit                              ,2019-02-11,20900.0,15.0,750.0,0,929,13509.201970800003,124.5,7390.7980291999975,0.35
16604-01-01,PP,"1200 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1200 l/s
OA : 1200 l/s
RA : 1200 l/s
",1200 l/s PoolPac Unit                             ,2019-03-19,25000.0,24.0,1200.0,0,893,24127.496676000002,29.5,872.5033239999975,0.03
16494-03-01,RTP,"60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2700 l/s
OA : 2700 l/s
RA : 2700 l/s
",60 kW Rooftop Packaged Unit                       ,2019-03-06,58640.0,60.0,2700.0,0,906,31850.1070984,98.25,26789.8929016,0.46
16494-02-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s
",45 kW Rooftop Packaged Unit                       ,2019-03-28,49482.0,45.0,2000.0,0,884,29960.650146,117.0,19521.349854,0.39
16494-01-01,RTP,"32 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
SA : 1400 l/s
OA : 1400 l/s
RA : 1400 l/s
",32 kW Rooftop Packaged Unit                       ,2019-02-26,44692.0,32.0,1400.0,0,914,29412.6739088,123.5,15279.3260912,0.34
16463-02-01,RTP,"PAC-01
36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Included Option(s) : Economy Cycle, EC Plug Fans, Standalone Control System, and Filter Plenum c/w Filters and Frames
",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-02-26,31958.0,36.0,1800.0,1,914,34277.12287689999,117.0,-2319.1228768999936,-0.07
16463-02-02,RTP,"PAC-02
36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Included Option(s) : Economy Cycle, EC Plug Fans, Standalone Control System, and Filter Plenum c/w Filters and Frames
",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-02-26,31958.0,36.0,1800.0,1,914,31998.561948000002,76.0,-40.5619480000023,-0.0
16526-01-02,RTP,"60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle
SA : 2700 l/s
OA : 2700 l/s
RA : 2700 l/s
",60 kW Rooftop Packaged Unit With Economy Cycle    ,2019-03-29,39014.33,60.0,2700.0,1,883,35264.8795774,64.8,3749.450422599999,0.1
16526-01-01,RTP,"60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle
SA : 2700 l/s
OA : 2700 l/s
RA : 2700 l/s
",60 kW Rooftop Packaged Unit With Economy Cycle    ,2019-03-28,39014.33,60.0,2700.0,1,884,35720.302352,73.9,3294.027648000003,0.08
16526-01-03,RTP,"60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle
SA : 2700 l/s
OA : 2700 l/s
RA : 2700 l/s
",60 kW Rooftop Packaged Unit With Economy Cycle    ,2019-03-28,39014.33,60.0,2700.0,1,884,35492.7500374,69.8,3521.5799626000007,0.09
16574-01-01,PP,"PAC-1
1400 l/s PoolPac Unit with Single Stage Heating and Cooling
Included option(s) : EC Plug Fans, Corrosion Resistant Treatment, CPG Fan Speed Controllers
SA : 1400 l/s @ 450Pa ESP
OA : 1400 l/s
RA : 1400 l/s
",1400 l/s PoolPac Unit                             ,2019-03-19,25954.0,28.0,1400.0,0,893,17079.9735348,36.0,8874.0264652,0.34
16682-01-01,PP,"6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s; RA : 6500 l/s

Complete with:
-	Corrosion resistant copper tube - aluminium finned coil
-	Double-skinned 50mm PIR sandwich panel cabinet
-	EC plug supply and exhaust fans
-	80% efficient sensible-only heat exchanger
-	Stainless steel drain tray
-	Corrosion resistant internal coating
-	Economy Cycle
      -	Freight to site
",6500 l/s PoolPac Unit                             ,2019-03-21,80100.0,130.0,6500.0,1,891,47899.5868669,248.0,32200.413133100003,0.4
16678-01-01,RTP,"ERV-AHU-1
65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle, EC Plug fans, VSD compressor, Advanced Controls (ABB PLC c/w all sensors and no HLI) 
SA : 2800 l/s
OA : 2800 l/s
RA : 2800 l/s
",65 kW Rooftop Packaged Unit With Economy Cycle    ,2019-03-20,68014.0,65.0,2800.0,1,892,29458.6008287,182.0,38555.3991713,0.57
16708-02-01,DEHUM,"1500l/s Precise Control Unit, Variable Refrigerant Control, Brushless DC Compressors, EC Plug Fans, Full Advanced Controls ",PCU-N-D 15                                        ,2019-04-10,35883.0,30.0,1500.0,0,871,20827.5603487,139.5,15055.4396513,0.42
16654-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
Included Option(s): EC Plug fans, DX heating and Cooling, Economy cycle and CPG controllers. 
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2019-03-26,45491.0,46.0,2300.0,1,886,26411.180084100004,210.75,19079.819915899996,0.42
16664-02-01,RTP,"HRU-02
23 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
SA : 900 l/s; OA : 900 l/s; RA : 835 l/s
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	EC Plug Fans c/w proprietary air volume controllers
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
",23 kW Rooftop Packaged Unit                       ,2019-03-22,19850.0,23.0,900.0,0,890,14653.4254824,119.75,5196.5745176,0.26
16664-01-01,RTP,"HRU-01
36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
SA : 1300 l/s; OA : 1300 l/s; RA : 1235 l/s
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	EC Plug Fans c/w proprietary air volume controllers
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
",36 kW Rooftop Packaged Unit                       ,2019-03-25,25121.0,36.0,1300.0,0,887,16552.0716766,126.0,8568.9283234,0.34
16683-01-01,DEHUM,"DU-1: 1 off PCU-N-LD 10
780 l/s Precise Temperature and Humidity control unit
Unit Includes:
- Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
- Dual Variable speed compressors
- Corrosion treated dual evaporator coils
- Corrosion treated Reheat coil
- Packaged condenser (integrated)
- EC plug supply fan c/w proprietary air volume controller
- Factory Control System with LLI or MODBUS TCP interface including
          - Room temp/humidity sensor and temp adjustment interface (enable required by BMS)
          - Internal temp sensors as required for cooling/heating/dehumidification control
- Filter/mixing section including G4 Panel + F5 bag filters on Reverse Clips(excludes dampers)
- Stainless steel drain trays
- Half day manufacturers commissioning assistance
- Freight to site
",Low Dewpoint Precise Control Unit 1000 L/s        ,2019-03-27,44890.0,15.6,780.0,0,885,36025.01876400001,221.5,8864.981235999992,0.2
16789-03-01,ERVCO,"2000 l/s Energy Recovery Ventilator Unit with sensible HX
SA : 1500 l/s
OA : 1500 l/s
RA : 1750 l/s
",2000 l/s Energy Recovery Ventilator Unit          ,2019-03-14,20016.0,40.0,2000.0,0,898,10851.9358707,76.5,9164.0641293,0.46
16713-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2019-04-05,46506.0,46.0,2300.0,0,876,27745.1372084,208.75,18760.8627916,0.4
16701-01-01,PP,"AHU-1
4200 l/s PoolPac Unit with Dual Stage Heating and Cooling 
SA : 4200 l/s
OA : 4200 l/s
RA : 4200 l/s
",4200 l/s PoolPac Unit                             ,2019-04-03,69523.0,84.0,4200.0,0,878,31727.136244999998,201.5,37795.863755,0.54
16691-01-01,PP,"PAC-1
750 l/s PoolPac Unit with Single Stage Heating and Cooling.
Options included: EC plug fans
                          0-10V fan speed control
                          Split construction
SA : 750 l/s
OA : 750 l/s
RA : 750 l/s",750 l/s PoolPac Unit                              ,2019-04-04,24116.0,15.0,750.0,0,877,15089.5995214,149.25,9026.4004786,0.37
16770-01-01,ERVCO,"ERV-01.02
2000 l/s Energy Recovery Ventilator Unit with Fan VSDs and enthalpy HX.
SA : 1500 l/s
OA : 1500 l/s
RA : 1500 l/s",2000 l/s Energy Recovery Ventilator Unit with VSD ,2019-04-09,20591.0,40.0,2000.0,0,872,10390.0867703,89.5,10200.9132297,0.5
16570-01-01,ERVCO,"ERV-2
2500 l/s Energy Recovery Ventilator Unit c/w 80% Efficient Counterflow Non Metallic Plate Heat Exchanger, EC Plug Fans, CPG Fan Speed Controllers.
SA : 2330 l/s
OA : 2330 l/s
RA : 1630 l/s",2500 l/s Energy Recovery Ventilator Unit          ,2019-02-27,16654.64179,50.0,2500.0,0,913,18842.9800148,32.0,-2188.338224799998,-0.13
16758-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2019-05-14,40500.0,46.0,2300.0,0,837,25125.8759276,183.08,15374.124072400002,0.38
16735-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
Options included : Desuperheater

SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2019-04-16,53888.0,46.0,2300.0,0,865,26057.061229600004,199.25,27830.938770399996,0.52
16671-02-01,DEHUM,"PAC-0-05
Low Dewpoint Precise Control Unit 1110 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Inverter Compressors
                          Reheat Coil
OA:  1110 L/s
SA:  1110 L/s
",Low Dewpoint Precise Control Unit 1500 L/s        ,2019-05-30,48733.0,22.2,1110.0,0,821,37648.812579699996,284.5,11084.187420300004,0.23
16671-01-01,RTP,"PAC-0-04
Reverse Cycle Packaged Unit 3500 l/s 
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Inverter Compressors
                          No Reheat Coil
OA:  3500 L/s
SA:  3500 L/s",PCU-N-D 40                                        ,2019-05-20,84000.0,70.0,3500.0,0,831,50571.619515499995,277.25,33428.380484500005,0.4
16463-03-02,ERVCO,"ERV-01 (Part A)
16000l/s Energy Recovery Ventilator 
Included Options: TALL Configuration, EC Plug Fans, Corrosion Resistance Treatment, HHW Coil
",ERV16000-TALL                                     ,2019-05-08,91174.4,320.0,16000.0,0,843,71939.2091318,364.5,19235.190868199992,0.21
16463-03-01,ERVCO,"ERV-01 (Part A)
16000l/s Energy Recovery Ventilator 
Included Options: TALL Configuration, EC Plug Fans, Corrosion Resistance Treatment, HHW Coil
",ERV16000-TALL                                     ,2019-05-09,91174.4,320.0,16000.0,0,842,78111.3481498,404.75,13063.05185019999,0.14
16651-01-01,ERVCO,"FCU48
4500 l/s Energy Recovery Ventilator Unit
SA : 4500 l/s
OA : 4500 l/s
RA : 4500 l/s
",4500 l/s Energy Recovery Ventilator Unit          ,2019-05-10,31457.0,90.0,4500.0,0,841,19089.9513998,132.5,12367.0486002,0.39
16650-02-01,RTP,"PAC / G.2
16 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: 
Sensible Heat Exchanger
EC Plug fans
1 year labour warranty from date of delivery
SA : 700 l/s
OA : 700 l/s
RA : 770 l/s
",16 kW Rooftop Packaged Unit                       ,2019-04-10,23036.0,16.0,770.0,0,871,14232.067943000002,138.0,8803.932056999998,0.38
16650-01-01,RTP,"PAC / G.1
82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options included: 
Sensible Heat Exchanger
EC Plug fans
1 year labour warranty from date of delivery
SA : 3200 l/s
OA : 3200 l/s
RA : 3450 l/s
",82 kW Rooftop Packaged Unit                       ,2019-04-25,58323.0,82.0,3450.0,0,856,34474.356388399996,221.5,23848.643611600004,0.41
16587-02-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s
",45 kW Rooftop Packaged Unit                       ,2019-05-24,49482.0,45.0,2000.0,0,827,36455.4004892,104.3,13026.599510799999,0.26
16587-03-01,RTP,"60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2700 l/s
OA : 2700 l/s
RA : 2700 l/s
",60 kW Rooftop Packaged Unit                       ,2019-05-23,58640.0,60.0,2700.0,0,828,39768.3775732,116.55,18871.6224268,0.32
16399-01-01,ERVCO,"4500 l/s Energy Recovery Ventilator Unit
SA : 4580 l/s; OA : 2600 l/s; RA : 2600 l/s

AHU-R.1

Includes:
-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	Supply and exhaust fans c/w VSD 
-	Direct drive motors
-	Fixed return air bypass dampers
-	Chilled water cooling coil - Corrosion treated
-	Service Lights
- Filter/mixing plenum with G4 Panel and F5 Deep bed Filters",4500 l/s Energy Recovery Ventilator Unit          ,2019-05-13,28536.0,91.6,4580.0,0,838,15249.6949009,140.2,13286.3050991,0.47
16587-01-01,RTP,"32 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
SA : 1400 l/s
OA : 1400 l/s
RA : 1400 l/s
",32 kW Rooftop Packaged Unit                       ,2019-05-24,44692.0,32.0,1400.0,0,827,36429.193214,120.65,8262.806786000001,0.18
16867-01-01,ERVCO,"HX-1
2500 l/s Energy Recovery Ventilator Unit
Options included : Economy Cycle
                           EC plug fans
                           Sensible HX
SA : 1640 l/s
OA : 1640 l/s
RA : 2295 l/s

",2500 l/s Energy Recovery Ventilator Unit With EC  ,2019-05-08,25937.0,50.0,2500.0,1,843,15153.930488300002,103.25,10783.069511699998,0.42
16867-02-01,ERVCO,"HX-2
2000 l/s Energy Recovery Ventilator Unit
Options included : Economy Cycle
                           EC plug fans
                           Sensible HX
SA : 1330 l/s
OA : 1330 l/s
RA : 1750 l/s


",2000 l/s Energy Recovery Ventilator Unit With EC  ,2019-05-13,24810.0,40.0,2000.0,1,838,14435.686255699999,112.0,10374.313744300001,0.42
16708-01-01,DEHUM,"3000l/s Precise Control Unit c/w Low Dewpoint Humidity Control, Variable Refrigerant Control, Brushless DC Compressors, EC Plug Fans, Full Advanced Controls ",PCU-E-D 30                                        ,2019-06-19,49267.0,60.0,3000.0,0,801,43044.175812600006,237.5,6222.824187399994,0.13
16708-01-02,DEHUM,"3000l/s Precise Control Unit c/w Low Dewpoint Humidity Control, Variable Refrigerant Control, Brushless DC Compressors, EC Plug Fans, Full Advanced Controls ",PCU-E-D 30                                        ,2019-06-19,49267.0,60.0,3000.0,0,801,42361.9988106,227.5,6905.001189399998,0.14
16638-02-01,DEHUM,"PAC-T1-R.2
100% Outside Air Dehumidification unit- DX Packaged
Features Included: 80% efficient Sensible Heat exchanger
                            EC Plug Fans
                            Fully Integrated control system
                            G4 Multi layer Bag Filter

SA: 3515 l/s
OA: 3515 l/s

",ACDHUM5-D                                         ,2019-05-27,76488.0,70.3,3515.0,0,824,48499.81082449999,275.75,27988.18917550001,0.37
16638-03-01,PP,"PAC-T1-R.1
3600 l/s PoolPac Unit with Dual Stage Heating and Cooling
Features Included: 80% efficient Heat Exchanger
                            EC Plug Fans

SA : 3600 l/s
OA : 3600 l/s
RA : 3600 l/s
",3600 l/s PoolPac Unit                             ,2019-05-29,48778.0,72.0,3600.0,0,822,32022.384133599997,188.5,16755.615866400003,0.34
16754-01-01,PP,"Main Pool Hall AHU
6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s
OA : 6500 l/s
RA : 6825 l/s
",6500 l/s PoolPac Unit                             ,2019-05-28,91321.0,136.5,6825.0,0,823,50489.136254200006,272.0,40831.863745799994,0.45
16839-01-01,ERVCO,"AHU-L4, AHU-L5
6000 l/s Energy Recovery Ventilator Unit Tall Configuration
Option(s) : Economy Cycle, EC Plug fans, HHW and CHW coils.
SA : 4850 / 5360 l/s @ 400Pa ESP
OA : 4850 / 5360 l/s
RA : 4850 / 5360 l/s @ 400Pa ESP",6000L/s Tall Energy Recovery Ventilator           ,2019-06-14,55023.0,120.0,6000.0,1,806,39088.5621661,268.75,15934.437833900003,0.29
16839-01-02,ERVCO,"AHU-L4, AHU-L5
6000 l/s Energy Recovery Ventilator Unit Tall Configuration
Option(s) : Economy Cycle, EC Plug fans, HHW and CHW coils.
SA : 4850 / 5360 l/s @ 400Pa ESP
OA : 4850 / 5360 l/s
RA : 4850 / 5360 l/s @ 400Pa ESP",6000L/s Tall Energy Recovery Ventilator           ,2019-06-13,55023.0,120.0,6000.0,1,807,37271.478048,232.75,17751.521952000003,0.32
16915-01-01,DEHUM,"AHU-OT-1 through to AHU-OT-6 and AHU-8C: 7 off PCU-N-H 15
1500 l/s Precise temperature and humidity control units
Units include:
- Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
- Copper tube, aluminium finned cooling and heating coils - corrosion treated (Valves supplied by others, PCU to control valves)
- Variable speed compressor
- Corrosion treated evaporator coil
- Corrosion treated Reheat coil
- EC plug supply fan c/w proprietary air volume controller
- Proprietary 'ClimaSync' control System with LLI or MODBUS TCP interface including:
          - Room temp/humidity sensor and temp adjustment interface (enable required by BMS)
          - Internal temp sensors as required for cooling/heating/dehumidification control
          - Digital outputs to humidifier and analogue outputs to control it (Humidifier supplied by others)
- Filter/mixing section including G4 Panel + F8 bag filters (excludes dampers)
- Stainless steel drain trays
- Half day manufacturers commissioning assistance
- Freight to site
",Precise Control Unit Hybrid 1500 l/s              ,2019-06-07,33456.0,30.0,1500.0,0,813,19019.5042274,163.4,14436.4957726,0.43
16915-01-03,DEHUM,"AHU-OT-1 through to AHU-OT-6 and AHU-8C: 7 off PCU-N-H 15
1500 l/s Precise temperature and humidity control units
Units include:
- Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
- Copper tube, aluminium finned cooling and heating coils - corrosion treated (Valves supplied by others, PCU to control valves)
- Variable speed compressor
- Corrosion treated evaporator coil
- Corrosion treated Reheat coil
- EC plug supply fan c/w proprietary air volume controller
- Proprietary 'ClimaSync' control System with LLI or MODBUS TCP interface including:
          - Room temp/humidity sensor and temp adjustment interface (enable required by BMS)
          - Internal temp sensors as required for cooling/heating/dehumidification control
          - Digital outputs to humidifier and analogue outputs to control it (Humidifier supplied by others)
- Filter/mixing section including G4 Panel + F8 bag filters (excludes dampers)
- Stainless steel drain trays
- Half day manufacturers commissioning assistance
- Freight to site
",Precise Control Unit Hybrid 1500 l/s              ,2019-06-07,33456.0,30.0,1500.0,0,813,18424.966514400003,111.5,15031.033485599997,0.45
16840-01-01,ERVCO,"2500 l/s Energy Recovery Ventilator Unit
SA : 2500 l/s
OA : 2500 l/s
RA : 2500 l/s",2500 l/s Energy Recovery Ventilator Unit          ,2019-06-04,22142.0,50.0,2500.0,0,816,19569.7542554,116.5,2572.2457446000008,0.12
16915-01-02,DEHUM,"AHU-OT-1 through to AHU-OT-6 and AHU-8C: 7 off PCU-N-H 15
1500 l/s Precise temperature and humidity control units
Units include:
- Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
- Copper tube, aluminium finned cooling and heating coils - corrosion treated (Valves supplied by others, PCU to control valves)
- Variable speed compressor
- Corrosion treated evaporator coil
- Corrosion treated Reheat coil
- EC plug supply fan c/w proprietary air volume controller
- Proprietary 'ClimaSync' control System with LLI or MODBUS TCP interface including:
          - Room temp/humidity sensor and temp adjustment interface (enable required by BMS)
          - Internal temp sensors as required for cooling/heating/dehumidification control
          - Digital outputs to humidifier and analogue outputs to control it (Humidifier supplied by others)
- Filter/mixing section including G4 Panel + F8 bag filters (excludes dampers)
- Stainless steel drain trays
- Half day manufacturers commissioning assistance
- Freight to site
",Precise Control Unit Hybrid 1500 l/s              ,2019-06-07,33456.0,30.0,1500.0,0,813,18536.4074831,118.0,14919.5925169,0.45
16807-01-01,PCU,"AHU No. 798AHU79801
Serving: BASES STORE

4000l/s Precise Control Unit c/w heat recovery, full advanced controls, reheat coil, 92kw R410A BLDC inverter compressors, EC Plug fans, G4/F7 Filters and Plenum

SA: 4000l/s @ 400Pa ESP
OA: 2000l/s
",PCU-E-D 40                                        ,2019-07-10,119000.0,92.0,4000.0,0,780,63875.11219829999,425.0,55124.88780170001,0.46
16901-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2019-06-18,64710.0,46.0,2300.0,0,802,24766.293607099997,158.5,39943.7063929,0.62
16207-01-01,DEHUM,"1500 L/s DX Preconditioner per ALDI Spec
Complete With:
- 80% Sensible Only Heat Exchanger
- VSD Compressor - 64 kW
- Roof Mounted Condenser - upgraded condenser for high ambient operation
- Stainless Steel Drain Trays
- Corrosion Treated Coils
- EC Plug Fans
- Supply Air Volume Controller
- Wall mounted temp and humidity sensor
- Deep Bed Filters
- Half Day Commissioning Assistance Incl. Travel",ACDHUM3-D                                         ,2019-06-20,65400.0,64.0,1500.0,1,800,29842.4159832,191.25,35557.5840168,0.54
16553-01-02,RTP,"96 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 4200 l/s
OA : 4200 l/s
RA : 4200 l/s
",96 kW Rooftop Packaged Unit                       ,2019-06-11,58546.0,96.0,4200.0,0,809,44775.280904700005,228.8,13770.719095299995,0.24
16553-01-01,RTP,"96 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 4200 l/s
OA : 4200 l/s
RA : 4200 l/s
",96 kW Rooftop Packaged Unit                       ,2019-06-11,58546.0,96.0,4200.0,0,809,47319.25916470001,274.9,11226.740835299992,0.19
16882-01-01,ERVCO,"ERV-1, 2 & 3
8000 l/s Energy Recovery Ventilator Unit
Included Option(s) : Tall Configuration, EC Plug Fans and Filter Section complete with Filters and Frames",Energy Recovery Ventilator 8000 L/s               ,2019-07-17,53258.0,160.0,8000.0,0,773,37106.8559055,240.42,16151.1440945,0.3
16882-02-01,ERVCO,"ERV-4
1500 l/s Energy Recovery Ventilator Unit
Included Option(s) : Economy Cycle Mode, EC Plug Fans and Filter Section complete with Filters and Frames
",1500 l/s Energy Recovery Ventilator Unit With EC  ,2019-07-17,14992.0,30.0,1500.0,1,773,10719.2324887,99.25,4272.7675113000005,0.29
16882-01-02,ERVCO,"ERV-1, 2 & 3
8000 l/s Energy Recovery Ventilator Unit
Included Option(s) : Tall Configuration, EC Plug Fans and Filter Section complete with Filters and Frames",Energy Recovery Ventilator 8000 L/s               ,2019-07-17,53258.0,160.0,8000.0,0,773,36137.8765385,227.97,17120.1234615,0.32
16882-01-03,ERVCO,"ERV-1, 2 & 3
8000 l/s Energy Recovery Ventilator Unit
Included Option(s) : Tall Configuration, EC Plug Fans and Filter Section complete with Filters and Frames",Energy Recovery Ventilator 8000 L/s               ,2019-07-17,53258.0,160.0,8000.0,0,773,36812.3506145,235.61,16445.6493855,0.31
16883-01-04,RTP,"36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: Economy cycle
                          CO2 mode

SA : 1700 l/s
OA : 1700 l/s
RA : 1700 l/s",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-04,38281.0,36.0,1700.0,1,786,21572.1304031,168.25,16708.8695969,0.44
16883-01-05,RTP,"36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: Economy cycle
                          CO2 mode

SA : 1700 l/s
OA : 1700 l/s
RA : 1700 l/s",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-04,38281.0,36.0,1700.0,1,786,20536.530403099998,151.45,17744.469596900002,0.46
16883-01-02,RTP,"36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: Economy cycle
                          CO2 mode

SA : 1700 l/s
OA : 1700 l/s
RA : 1700 l/s",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-06-28,38281.0,36.0,1700.0,1,792,19364.174078199998,133.05,18916.825921800002,0.49
16883-01-03,RTP,"36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: Economy cycle
                          CO2 mode

SA : 1700 l/s
OA : 1700 l/s
RA : 1700 l/s",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-04,38281.0,36.0,1700.0,1,786,22338.7777405,181.35,15942.222259499998,0.42
16883-01-01,RTP,"36 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: Economy cycle
                          CO2 mode

SA : 1700 l/s
OA : 1700 l/s
RA : 1700 l/s",36 kW Rooftop Packaged Unit With Economy Cycle    ,2019-06-28,38281.0,36.0,1700.0,1,792,20951.399592899998,161.95,17329.600407100002,0.45
